0.553880532,0.649547403,0.138549,0.319861796,-0.679873333,-0.169253333,-0.031656667,1.06651597,1.792,1.22,0.579,2.546342671,-1.751,-2.177,-0.568,0.426456328,403.911,-1.007,0.171,-0.066,1.03410952,-1.01575,-0.724,-0.079,1.027639042,-0.139,0.22,-0.051,1.067047328,31878.864,-10583.1819,-12.1029,3.683743333,-3.292873333,-9.415343333,54.99813103,0.206430933,0.500318505,-0.403524699,0.253829639,-0.317728549,-0.030626249,0.37671444,1
0.46920059,0.500264409,0.153134527,0.246299809,-0.415673333,-0.688966667,0.020826667,1.039756413,1.542,0.19,0.717,2.145379687,-1.263,-1.734,-0.48,0.096509067,401.492,-0.243,-0.97,0.05,1.016998525,-1.019,-0.987,-0.063,1.000504917,-0.228,-0.141,0.063,1.04970091,12263.2203,35052.4053,-162.876,-2.479703333,1.046176667,-13.23945667,45.57441196,0.216075179,0.087173528,-0.275077741,-0.093669054,-0.481520309,-0.415587145,0.428637754,1
0.087423525,0.137948038,0.058965211,0.136743932,-0.130603333,-0.99084,0.123856667,1.012725104,0.184,-0.526,0.277,1.506122837,-0.296,-1.491,-0.046,0.557649532,379.026,-0.125,-0.992,0.116,1.00415935,-0.174,-1.025,0.093,0.981633842,-0.116,-0.946,0.157,1.037272385,1191.4293,88653.6297,1390.62,2.04712,-0.10345,2.89854,15.15358975,-0.489556528,-0.426910492,-0.52718427,-0.38994508,0.526210108,-0.257498844,-0.483247777,1
0.555351565,0.512970824,0.211836758,0.242013556,-0.425706667,-0.624006667,0.002823333,1.062298044,1.097,0.226,0.47,1.885214842,-1.337,-1.574,-0.792,0.214478437,420.309,-0.2515,-0.85,0.018,1.028957964,-1.017,-0.97275,-0.071,0.996583163,-0.147,-0.078,0.166,1.084195554,19375.9854,43397.0118,279.4881,3.92986,4.970963333,-19.42465,46.29844534,0.227425596,-0.081041834,-0.250435669,-0.154487929,-0.497536639,-0.182656279,0.541907927,1
0.022454169,0.037572882,0.026346466,0.037856974,-0.160516667,-0.993123333,0.03248,1.007120352,-0.104,-0.868,0.143,1.19441785,-0.227,-1.172,-0.105,0.881814606,356.812,-0.153,-0.994,0.031,1.007666001,-0.1725,-1.006,0.027,0.999311763,-0.148,-0.985,0.038,1.019060266,2317.785,88761.5775,98.7468,-0.275396667,0.72365,0.198393333,6.31298751,-0.483385541,-0.523437814,-0.529846334,-0.504008585,0.32236969,0.511711006,-0.042217444,1
0.402175763,0.439664677,0.157020428,0.205218571,-0.208136667,-0.83033,-0.004456667,1.034591595,1.216,0.129,0.532,1.695429739,-1.034,-1.679,-0.38,0.44308577,372.123,-0.079,-1,-0.011,1.005217389,-0.132,-1.004,-0.065,1.002868885,-0.075,-0.688,0.005,1.032273704,2591.4189,59797.8312,-0.2706,2.18209,-0.560476667,-9.954063333,39.81382327,-0.251822202,0.242811251,-0.361077525,-0.123849417,-0.67307515,-0.100081558,0.516231968,2
0.487462535,0.475196206,0.23109495,0.248639655,-0.23799,-0.762073333,0.00297,1.045188108,1.086,0.257,0.549,1.927469325,-1.173,-1.809,-0.698,0.124165213,405.866,-0.084,-0.987,0.018,1.011160719,-0.47,-1.001,-0.128,0.998517166,-0.063,-0.494,0.141,1.085796021,10004.736,57576.672,-678.6036,3.943056667,3.45248,-18.0411,55.26508057,0.000826009,-0.105008068,-0.114338141,-0.085001258,-0.675948948,-0.128374435,0.191581731,2
0.041644739,0.071400766,0.051545762,0.073883576,-0.19468,-0.995976667,0.010166667,1.016859735,-0.058,-0.758,0.054,1.355334276,-0.263,-1.329,-0.239,0.76279355,368.497,-0.213,-0.985,0.025,1.008869169,-0.218,-1.018,0.008,1.006249347,-0.188,-0.982,0.04,1.035258905,3413.9472,89297.7096,47.7777,0.87415,1.168713333,0.31364,11.06370427,-0.530488127,-0.45974777,-0.525620155,-0.451484235,0.509687706,0.124160034,-0.508633043,2
0.445906824,0.479504212,0.21000396,0.279756412,-0.279526667,-0.787883333,-0.03851,1.046409826,1.081,0.156,0.36,2.115694212,-1.119,-1.997,-0.868,0.243183059,401.848,-0.195,-0.985,0.01,1.015606713,-0.28425,-1.001,-0.0805,1.003650338,-0.1675,-0.534,0.043,1.038655862,4011.7965,52129.6149,490.0854,2.199983333,4.16144,-20.14045333,59.12693539,-0.013513643,0.112576227,-0.224831024,0.09949882,-0.623140379,0.075449587,0.045447866,2
0.016795931,0.008383751,0.01959718,0.005558819,-0.189493333,-0.987706667,0.069476667,1.008466524,-0.145,-0.965,0.119,1.022951612,-0.222,-1.006,0.013,0.992466624,374.003,-0.197,-0.987,0.071,1.008420795,-0.201,-0.993,0.061,1.006191831,-0.181,-0.984,0.079,1.011022238,3224.5584,87800.0652,432.5199,0.136133333,0.599453333,0.35241,5.114248894,-0.480181268,-0.443348293,-0.510823059,-0.466835157,-0.62015116,0.884431213,-0.410047089,2
0.573054844,0.999804926,0.261482689,0.768006389,-0.272706667,0.68376,-0.012153333,1.161286138,1.271,3.99,1.016,4.132343161,-1.04,-0.851,-0.93,0.076426435,451.45,-0.171,0.458,-0.019,1.015691882,-0.833,0.106,-0.08,0.927263177,-0.11,1.001,0.03,1.063391743,6622.545,35110.3554,-287.1432,-6.338633333,1.29232,9.926433333,76.04381345,-0.213181372,1.321601029,-0.159230035,1.201516497,-0.224595025,0.374298822,0.128550304,3
0.355406964,0.372787727,0.167920993,0.215473309,-0.376983333,0.83794,-0.03137,1.045130359,-0.15,2.492,0.315,2.725415932,-1.113,-0.065,-1.194,0.876195184,383.998,-0.161,0.99,0.013,1.004904473,-0.68875,0.72,-0.043,1.003103684,-0.159,0.993,0.015,1.020014868,8492.703,61055.3565,-98.3946,-0.7281,4.428003333,13.78152,19.8655062,-0.295634546,-0.145892084,-0.11240634,-0.187948613,0.773652275,-0.299350946,0.27833711,3
0.381684623,0.644510569,0.219382161,0.48589955,-0.174426667,0.88902,0.010913333,1.092706506,1.291,4.081,0.521,4.11976577,-1.009,-0.777,-1.072,0.143895796,423.514,-0.234,0.979,0.034,1.007417987,-0.238,0.94,0.026,0.99968252,-0.225,0.981,0.044,1.018816387,2425.3494,71090.9856,334.8198,-10.16507,2.956033333,0.178023333,49.68895707,-0.072447268,1.316092935,-0.43136217,1.229589464,-0.565930528,-0.368382229,0.081928261,3
0.523361821,0.592472039,0.162177596,0.451874084,-0.389523333,0.76036,-0.021026667,1.085062199,1.136,2.995,0.468,3.068644326,-2.064,-0.263,-0.94,0.257081699,421.287,-0.238,0.976,0.033,1.008993998,-0.849,0.203,-0.06975,1.004709908,-0.234,0.98,0.037,1.047180023,24421.3215,59344.4949,31.3845,-2.377703333,1.129703333,9.328056667,45.4261025,0.082693891,0.556370348,-0.24793476,0.244730139,-0.009394428,0.168392638,0.280402054,3
0.012954212,0.00836844,0.016118622,0.005665164,-0.35878,0.944423333,-0.049996667,1.011742925,-0.3,0.998,0,1.049238295,-0.382,0.929,-0.081,0.994517974,405.96,-0.362,0.943,-0.055,1.011162203,-0.36525,0.94075,-0.061,1.009297156,-0.357,0.946,-0.039,1.013874746,11583.1002,80273.9301,215.0313,0.177606667,0.645673333,-0.2059,2.788506143,-0.504051738,-0.501740872,-0.461046087,-0.477084217,0.754630337,-0.144748118,0.176892804,3
0.398163911,0.332196519,0.486056759,0.377366595,-0.189776667,-0.21765,-0.790913333,1.035212664,0.369,0.629,0.267,3.337091398,-1.043,-1.757,-2.813,0.180748444,416.366,0.019,-0.344,-0.927,0.998701657,-0.271,-0.359,-0.936,0.988666273,0.029,0.09725,-0.492,1.034829938,-652.4391,2896.5165,54669.4347,-0.134746667,14.07971333,12.28125667,50.22864596,-0.446237044,0.076330439,0.732304806,0.540545002,-0.651644045,0.584768953,-0.602482351,4
0.399251741,0.288144825,0.37718902,0.220160319,-0.189913333,-0.175,-0.799613333,1.020932878,0.339,0.951,0.026,2.182143442,-1.018,-0.349,-2.095,0.21904794,406.006,0.027,-0.345,-0.933,0.997176013,-0.20875,-0.347,-0.936,0.994547133,0.029,0.10425,-0.90075,1.002526315,-1008.4071,88.839,55927.548,-0.49971,14.3073,9.524193333,27.6232657,-0.15943038,-0.447861962,-0.220833226,-0.063369805,-0.665824902,0.361979115,-0.680348686,4
0.07321057,0.239956507,0.308963637,0.311235913,0.04265,0.24896,-0.90603,0.972738461,0.357,0.755,-0.01,2.891523128,-0.202,-1.055,-2.691,0.21904794,382.43,0.0335,0.239,-0.963,0.99502412,0.024,0.221,-0.96925,0.965165789,0.05425,0.332,-0.859,0.997850189,181.4529,5865.5286,73829.6019,1.16564,-3.437993333,8.947333333,35.10440235,-0.521368283,-0.255081737,0.414702151,0.019037718,-0.029805326,0.241493458,-0.091812197,4
0.432377011,0.220396558,0.539599502,0.430529152,-0.195936667,0.174356667,-0.829183333,1.047699012,0.595,0.663,-0.095,2.997471434,-1.022,-1.009,-2.793,0.147627911,403.841,0.021,0.212,-0.971,1.000722739,-0.269,0.16025,-0.977,0.994095569,0.024,0.2245,-0.308,1.036882346,9763.6518,2590.128,64519.692,-5.717103333,6.87741,6.725056667,44.86301168,-0.13524842,-0.170259795,0.545838272,0.551758582,-0.075864362,0.324866527,-0.612276476,4
0.009241967,0.05166752,0.009656201,0.009382102,-0.003706667,0.021026667,-0.996666667,0.998278753,0.018,0.125,-0.962,1.021352535,-0.021,-0.086,-1.018,0.969121767,314.512,-0.004,0.015,-0.996,0.998180845,-0.01025,-0.01325,-1.002,0.993194342,0.001,0.057,-0.992,1.003223804,-5.1711,-142.9671,89401.2003,0.59151,0.368753333,0.600816667,3.739769838,-0.396556086,-0.525573403,-0.453662302,-0.511206261,0.909843317,0.245543206,0.183271349,4
