0,0,0.07258,0.27816639,0,0,1.158066667,0,0,0,-0.30658,0.930262713,1
0.07258,0.27816639,0.093733333,0.350824794,1.158066667,0,1.686366667,0,-0.30658,0.930262713,-1.625753333,0.259423313,1
0.093733333,0.350824794,-0.106953333,0.378754269,1.686366667,0,1.896906667,0,-1.625753333,0.259423313,-3.558253333,0,1
-0.106953333,0.378754269,-0.163073333,0.411365986,1.896906667,0,2.524146667,0,-3.558253333,0,-4.7581,0,1
-0.163073333,0.411365986,-0.269433333,0.359506829,2.524146667,0,2.534426667,0,-4.7581,0,-6.70912,0,1
0,0,-0.121293333,0.170831584,0,0,0.312973333,0.682273518,0,0,-1.316646667,0,2
-0.121293333,0.170831584,-0.170753333,0.271322957,0.312973333,0.682273518,0.87358,0.703340975,-1.316646667,0,-2.488773333,0,2
-0.170753333,0.271322957,-0.388706667,0,0.87358,0.703340975,1.107406667,0.236946688,-2.488773333,0,-4.409806667,0,2
-0.388706667,0,-0.43574,0.155589092,1.107406667,0.236946688,1.725473333,0,-4.409806667,0,-5.61794,0,2
-0.43574,0.155589092,-0.70458,0,1.725473333,0,1.931233333,0,-5.61794,0,-7.545066667,0,2
0,0,-0.358026667,0.12507195,0,0,-0.301506667,0.976098822,0,0,1.50664,0,3
-0.358026667,0.12507195,-0.717453333,0,-0.301506667,0.976098822,-0.51344,1.198604549,1.50664,0,3.14968,0,3
-0.717453333,0,-1.409493333,0,-0.51344,1.198604549,-1.213433333,0.800873118,3.14968,0,5.01236,0,3
-1.409493333,0,-1.863686667,0,-1.213433333,0.800873118,-1.422046667,0.861555409,5.01236,0,6.593233333,0,3
-1.863686667,0,-2.42114,0,-1.422046667,0.861555409,-2.059726667,0,6.593233333,0,8.542533333,0,3
0,0,1.416786667,0,0,0,0.04456,0.605011281,0,0,0.519413333,0.233000049,4
1.416786667,0,2.83858,0,0.04456,0.605011281,0.065593333,0.87142058,0.519413333,0.233000049,1.184826667,0,4
2.83858,0,4.666586667,0,0.065593333,0.87142058,-0.30602,0.88058198,1.184826667,0,1.43706,0,4
4.666586667,0,6.105126667,0,-0.30602,0.88058198,-0.151633333,1.143211316,1.43706,0,1.839973333,0,4
6.105126667,0,8.010426667,0,-0.151633333,1.143211316,-0.261686667,1.125921452,1.839973333,0,1.89062,0,4
0,0,-0.33384,0,0,0,0.0192,0.801845924,0,0,1.607026667,0,5
-0.33384,0,-0.709213333,0,0.0192,0.801845924,-0.00948,1.114871767,1.607026667,0,3.243153333,0,5
-0.709213333,0,-1.22586,0,-0.00948,1.114871767,-0.75858,0.98514785,3.243153333,0,5.14546,0,5
-1.22586,0,-1.61116,0,-0.75858,0.98514785,-0.903546667,1.16833112,5.14546,0,6.761393333,0,5
-1.61116,0,-2.107266667,0,-0.903546667,1.16833112,-1.502793333,0.308314432,6.761393333,0,8.735533333,0,5
0,0,0.192406667,0.181591033,0,0,1.782593333,0,0,0,0.792746667,0,6
0.192406667,0.181591033,0.404153333,0,1.782593333,0,3.57896,0,0.792746667,0,1.601553333,0,6
0.404153333,0,0.604866667,0,3.57896,0,5.36362,0,1.601553333,0,2.385866667,0,6
0.604866667,0,0.83062,0,5.36362,0,7.14372,0,2.385866667,0,3.18914,0,6
0.83062,0,1.039946667,0,7.14372,0,8.88968,0,3.18914,0,4.05264,0,6
0,0,0.196666667,0.162686121,0,0,1.752226667,0,0,0,0.845373333,0,6
0.196666667,0.162686121,0.380993333,0,1.752226667,0,3.500293333,0,0.845373333,0,1.68592,0,6
0.380993333,0,0.57114,0,3.500293333,0,5.2618,0,1.68592,0,2.542713333,0,6
0.57114,0,0.771206667,0,5.2618,0,7.020726667,0,2.542713333,0,3.372093333,0,6
0.771206667,0,0.955566667,0,7.020726667,0,8.783306667,0,3.372093333,0,4.214406667,0,6
0,0,0.165373333,0,0,0,1.822333333,0,0,0,0.693793333,0,7
0.165373333,0,0.332286667,0,1.822333333,0,3.642426667,0,0.693793333,0,1.3942,0,7
0.332286667,0,0.505313333,0,3.642426667,0,5.46232,0,1.3942,0,2.089706667,0,7
0.505313333,0,0.69262,0,5.46232,0,7.27816,0,2.089706667,0,2.795406667,0,7
0.69262,0,0.86024,0,7.27816,0,9.10404,0,2.795406667,0,3.477833333,0,7
0,0,0.158733333,0,0,0,1.82668,0,0,0,0.680726667,0,7
