0,0,-1.89346,0,0,0,-0.797566667,0,0,0,0.63848,0.443265532,1
-1.89346,0,-3.41,0,-0.797566667,0,-1.340133333,0,0.63848,0.443265532,1.78,0,1
-3.41,0,-4.764573333,0,-1.340133333,0,-1.780493333,0,1.78,0,3.318086667,0,1
-4.764573333,0,-6.224153333,0,-1.780493333,0,-2.306653333,0,3.318086667,0,4.34188,0,1
-6.224153333,0,-6.655826667,0,-2.306653333,0,-2.973773333,0,4.34188,0,6.35526,0,1
0,0,-0.666966667,0.65778651,0,0,-1.605946667,0,0,0,0.03514,0.614726403,2
-0.666966667,0.65778651,-1.55242,0,-1.605946667,0,-2.759133333,0,0.03514,0.614726403,-0.020026667,1.059056887,2
-1.55242,0,-1.518606667,0,-2.759133333,0,-2.999253333,0,-0.020026667,1.059056887,-1.88378,0,2
-1.518606667,0,-2.50256,0,-2.999253333,0,-3.298273333,0,-1.88378,0,-2.677933333,0,2
-2.50256,0,-2.5088,0,-3.298273333,0,-3.419486667,0,-2.677933333,0,-4.554126667,0,2
0,0,-0.611526667,0.918615771,0,0,-0.084046667,0.439554661,0,0,1.60898,0,3
-0.611526667,0.918615771,-1.219993333,0.793276262,-0.084046667,0.439554661,-0.115733333,0.495342071,1.60898,0,3.170866667,0,3
-1.219993333,0.793276262,-1.16526,1.100065962,-0.115733333,0.495342071,-0.618266667,0.412912956,3.170866667,0,5.16052,0,3
-1.16526,1.100065962,-1.629713333,0.712825575,-0.618266667,0.412912956,-0.900706667,0.072219887,5.16052,0,6.748373333,0,3
-1.629713333,0.712825575,-1.441813333,1.229438265,-0.900706667,0.072219887,-0.814406667,0.681634909,6.748373333,0,8.081386667,0,3
0,0,-0.97638,0,0,0,1.13508,0.206301809,0,0,0.974673333,0,4
-0.97638,0,-2.0421,0,1.13508,0.206301809,2.31714,0,0.974673333,0,1.72422,0,4
-2.0421,0,-2.59688,0,2.31714,0,3.54178,0,1.72422,0,3.22862,0,4
-2.59688,0,-3.63238,0,3.54178,0,4.4238,0,3.22862,0,4.41652,0,4
-3.63238,0,-4.391693333,0,4.4238,0,5.888933333,0,4.41652,0,5.685966667,0,4
0,0,-0.568206667,0.737150848,0,0,-0.588653333,0.639270578,0,0,1.52738,0,5
-0.568206667,0.737150848,-1.10214,0.705787266,-0.588653333,0.639270578,-0.970686667,0.239968514,1.52738,0,3.12216,0,5
-1.10214,0.705787266,-1.043326667,0.853992444,-0.970686667,0.239968514,-1.103533333,0,3.12216,0,5.182366667,0,5
-1.043326667,0.853992444,-1.499073333,0.461803818,-1.103533333,0,-1.940113333,0,5.182366667,0,6.478426667,0,5
-1.499073333,0.461803818,-1.54464,0.27371379,-1.940113333,0,-3.283026667,0,6.478426667,0,8.133186667,0,5
0,0,-1.418046667,0.307360911,0,0,-0.636353333,0,0,0,0.618413333,0,6
-1.418046667,0.307360911,-3.11002,0,-0.636353333,0,-1.300733333,0,0.618413333,0,1.186426667,0,6
